id,key,value,type
4279164,name,Janes Avenue,regular
4279164,highway,tertiary,regular
4368534,ref,D8,regular
4368534,name,D8,regular
4368534,aeroway,taxiway,regular
4368534,airport_ref,ORD,regular
4384449,name,Finley Road,regular
4384449,layer,1,regular
4384449,bridge,yes,regular
4384449,oneway,yes,regular
4384449,highway,secondary,regular
4515517,hgv,designated,regular
4515517,ref,I 80;I 90,regular
4515517,foot,no,regular
4515517,name,Indiana Toll Road,regular
4515517,toll,yes,regular
4515517,horse,no,regular
4515517,lanes,2,regular
4515517,oneway,yes,regular
4515517,source,bing,regular
4515517,bicycle,no,regular
4515517,highway,motorway,regular
4515517,sidewalk,none,regular
4777207,horse,yes,regular
4777207,bicycle,yes,regular
4777207,highway,footway,regular
12250140,toll,yes,regular
12250140,oneway,yes,regular
12250140,highway,motorway_link,regular
17408253,name,Hyles Avenue,regular
17408253,highway,residential,regular
17408253,cfcc,A41,tiger
17408253,county,"Lake, IN",tiger
17408253,reviewed,no,tiger
17408253,zip_left,46320,tiger
17408253,name_base,Hyles,tiger
17408253,name_type,Ave,tiger
17408253,zip_right,46320,tiger
17408855,highway,residential,regular
17408855,cfcc,A41,tiger
17408855,tlid,98422870:98422872,tiger
17408855,county,"Lake, IN",tiger
17408855,source,tiger_import_dch_v0.6_20070810,tiger
17408855,reviewed,no,tiger
17408855,separated,no,tiger
17408855,upload_uuid,bulk_upload.pl-4d37b670-d7a9-48bd-a47e-757150514641,tiger
17409457,highway,residential,regular
17409457,cfcc,A41,tiger
17409457,tlid,98454446,tiger
17409457,county,"Lake, IN",tiger
17409457,source,tiger_import_dch_v0.6_20070810,tiger
17409457,reviewed,no,tiger
17409457,separated,no,tiger
17409457,upload_uuid,bulk_upload.pl-4d37b670-d7a9-48bd-a47e-757150514641,tiger
17409988,name,Alabama Street,regular
17409988,highway,residential,regular
17409988,cfcc,A41,tiger
17409988,county,"Lake, IN",tiger
17409988,reviewed,no,tiger
17409988,zip_left,46342,tiger
17409988,name_base,Alabama,tiger
17409988,name_type,St,tiger
17409988,zip_right,46342,tiger
17410320,name,Walnut Avenue,regular
17410320,highway,residential,regular
17410320,cfcc,A41,tiger
17410320,county,"Lake, IN",tiger
17410320,reviewed,no,tiger
17410320,zip_left,46324,tiger
17410320,name_base,Walnut,tiger
17410320,name_type,Ave,tiger
17410320,zip_right,46324,tiger
17410587,name,Waite Street,regular
17410587,highway,residential,regular
17410587,cfcc,A41,tiger
17410587,county,"Lake, IN",tiger
17410587,reviewed,no,tiger
17410587,zip_left,46410,tiger
17410587,name_base,Waite,tiger
17410587,name_type,St,tiger
17410587,zip_right,46410,tiger
17410965,name,North Harvey Avenue,regular
17410965,highway,residential,regular
17410965,cfcc,A41,tiger
17410965,tlid,98428862:98428893:98428898:98428865:98428901,tiger
17410965,county,"Lake, IN",tiger
17410965,source,tiger_import_dch_v0.6_20070810,tiger
17410965,reviewed,no,tiger
17410965,zip_left,46319,tiger
17410965,name_base,Harvey,tiger
17410965,name_type,Ave,tiger
17410965,separated,no,tiger
17410965,zip_right,46319,tiger
17410965,upload_uuid,bulk_upload.pl-4d37b670-d7a9-48bd-a47e-757150514641,tiger
17410965,name_direction_prefix,N,tiger
17411339,name,Swift Street,regular
17411339,highway,residential,regular
17411339,cfcc,A41,tiger
17411339,county,"Lake, IN",tiger
17411339,reviewed,no,tiger
17411339,zip_left,46342,tiger
17411339,name_base,Swift,tiger
17411339,name_type,St,tiger
17411339,zip_right,46342,tiger
17411339,zip_left_1,46342,tiger
17411643,name,South 5th Place,regular
17411643,highway,residential,regular
17411643,cfcc,A41,tiger
17411643,county,"Lake, IN",tiger
17411643,reviewed,no,tiger
17411643,zip_left,46322,tiger
17411643,name_base,5th,tiger
17411643,name_type,Pl,tiger
17411643,zip_right,46322,tiger
17411643,name_direction_prefix,S,tiger
17411932,name,Summit Park Court South,regular
17411932,highway,residential,regular
17411932,cfcc,A41,tiger
17411932,county,"Lake, IN",tiger
17411932,reviewed,no,tiger
17411932,zip_left,46307,tiger
17411932,name_base,Summit Park,tiger
17411932,name_type,Ct,tiger
17411932,zip_right,46307,tiger
17411932,name_direction_suffix,S,tiger
17412252,name,206th Place,regular
17412252,highway,residential,regular
17412252,cfcc,A41,tiger
17412252,county,"Lake, IN",tiger
17412252,reviewed,no,tiger
17412252,zip_left,46311,tiger
17412252,name_base,206th,tiger
17412252,name_type,Pl,tiger
17412252,zip_right,46311,tiger
17412596,name,Noble Street,regular
17412596,highway,residential,regular
17412596,cfcc,A41,tiger
17412596,county,"Lake, IN",tiger
17412596,reviewed,no,tiger
17412596,zip_left,46408,tiger
17412596,name_base,Noble,tiger
17412596,name_type,St,tiger
17412596,zip_right,46408,tiger
17412896,name,North East Street,regular
17412896,highway,residential,regular
17412896,cfcc,A41,tiger
17412896,county,"Lake, IN",tiger
17412896,reviewed,no,tiger
17412896,zip_left,46307,tiger
17412896,name_base,East,tiger
17412896,name_type,St,tiger
17412896,zip_right,46307,tiger
17412896,name_direction_prefix,N,tiger
17413352,name,87th Avenue,regular
17413352,highway,residential,regular
17413352,cfcc,A41,tiger
17413352,county,"Lake, IN",tiger
17413352,reviewed,no,tiger
17413352,name_base,87th,tiger
17413352,name_type,Ave,tiger
17413668,name,Buchanan Street,regular
17413668,highway,residential,regular
17413668,cfcc,A41,tiger
17413668,county,"Lake, IN",tiger
17413668,reviewed,no,tiger
17413668,zip_left,46408,tiger
17413668,name_base,Buchanan,tiger
17413668,name_type,St,tiger
17413668,zip_right,46408,tiger
17413931,name,North Lafayette Street,regular
17413931,highway,residential,regular
17413931,cfcc,A41,tiger
17413931,tlid,98428768:98428775:98428752:98428871,tiger
17413931,county,"Lake, IN",tiger
17413931,source,tiger_import_dch_v0.6_20070810,tiger
17413931,reviewed,no,tiger
17413931,zip_left,46319,tiger
17413931,name_base,Lafayette,tiger
17413931,name_type,St,tiger
17413931,separated,no,tiger
17413931,zip_right,46319,tiger
17413931,upload_uuid,bulk_upload.pl-4d37b670-d7a9-48bd-a47e-757150514641,tiger
17413931,name_direction_prefix,N,tiger
17414249,name,East 44th Place,regular
17414249,highway,residential,regular
17414249,cfcc,A41,tiger
17414249,county,"Lake, IN",tiger
17414249,reviewed,no,tiger
17414249,zip_left,46322,tiger
17414249,name_base,44th,tiger
17414249,name_type,Pl,tiger
17414249,zip_right,46322,tiger
17414249,name_direction_prefix,E,tiger
17414527,name,Camellia Drive,regular
17414527,highway,residential,regular
17414527,cfcc,A41,tiger
17414527,county,"Lake, IN",tiger
17414527,reviewed,no,tiger
17414527,zip_left,46321,tiger
17414527,name_base,Camellia,tiger
17414527,name_type,Dr,tiger
17414527,zip_right,46321,tiger
17414735,name,West 60th Place,regular
17414735,highway,residential,regular
17414735,cfcc,A41,tiger
17414735,county,"Lake, IN",tiger
17414735,reviewed,no,tiger
17414735,zip_left,46410,tiger
17414735,name_base,60th,tiger
17414735,name_type,Pl,tiger
17414735,zip_right,46410,tiger
17414735,name_direction_prefix,W,tiger
17415033,name,West Avenue B,regular
17415033,highway,residential,regular
17415033,cfcc,A41,tiger
17415033,county,"Lake, IN",tiger
17415033,reviewed,no,tiger
17415033,zip_left,46319,tiger
17415033,name_base,Avenue B,tiger
17415033,zip_right,46319,tiger
17415033,name_direction_prefix,W,tiger
17415238,name,West 76th Avenue,regular
17415238,highway,residential,regular
17415238,cfcc,A41,tiger
17415238,county,"Lake, IN",tiger
17415238,reviewed,no,tiger
17415238,name_base,76th,tiger
17415238,name_type,Ave,tiger
17415238,name_direction_prefix,W,tiger
17415485,name,174th Place,regular
17415485,highway,residential,regular
17415485,cfcc,A41,tiger
17415485,county,"Lake, IN",tiger
17415485,reviewed,no,tiger
17415485,zip_left,46324,tiger
17415485,name_base,South,tiger
17415485,name_type,Dr,tiger
17415485,zip_right,46324,tiger
17415764,name,Heritage Drive,regular
17415764,highway,residential,regular
17415764,cfcc,A41,tiger
17415764,county,"Lake, IN",tiger
17415764,reviewed,no,tiger
17415764,zip_left,46311,tiger
17415764,name_base,Heritage,tiger
17415764,name_type,Dr,tiger
17415764,zip_right,46311,tiger
17416004,name,Oak Street,regular
17416004,highway,residential,regular
17416004,cfcc,A41,tiger
17416004,county,"Lake, IN",tiger
17416004,reviewed,no,tiger
17416004,zip_left,46375,tiger
17416004,name_base,Oak,tiger
17416004,name_type,St,tiger
17416004,zip_right,46375,tiger
17416268,name,New Hampshire Avenue,regular
17416268,highway,residential,regular
17416268,cfcc,A41,tiger
17416268,county,"Lake, IN",tiger
17416268,reviewed,no,tiger
17416268,zip_left,46323,tiger
17416268,name_base,New Hampshire,tiger
17416268,name_type,Ave,tiger
17416268,zip_right,46323,tiger
17416567,name,Matteson Street,regular
17416567,highway,residential,regular
17416567,cfcc,A41,tiger
17416567,county,"Lake, IN",tiger
17416567,reviewed,no,tiger
17416567,zip_left,46311,tiger
17416567,name_base,Matteson,tiger
17416567,name_type,St,tiger
17416567,zip_right,46311,tiger
17416810,highway,residential,regular
17416810,name,West 45th Place,regular
17416810,cfcc,A41,tiger
17416810,county,"Lake, IN",tiger
17416810,name_base,45th,tiger
17416810,name_direction_prefix,W,tiger
17416810,name_type,Pl,tiger
17416810,zip_left,46319,tiger
17416810,zip_right,46319,tiger
17417060,name,Elkhart Street,regular
17417060,highway,residential,regular
17417060,cfcc,A41,tiger
17417060,county,"Lake, IN",tiger
17417060,reviewed,no,tiger
17417060,zip_left,46403,tiger
17417060,name_base,Elkhart,tiger
17417060,name_type,St,tiger
17417060,zip_right,46403,tiger
17417338,name,Wilcox Street,regular
17417338,highway,residential,regular
17417338,cfcc,A41,tiger
17417338,county,"Lake, IN",tiger
17417338,reviewed,no,tiger
17417338,zip_left,46320,tiger
17417338,name_base,Wilcox,tiger
17417338,name_type,St,tiger
17417338,zip_right,46320,tiger
17417747,name,Rosewood Court,regular
17417747,highway,residential,regular
17417747,cfcc,A41,tiger
17417747,county,"Lake, IN",tiger
17417747,reviewed,no,tiger
17417747,zip_left,46322,tiger
17417747,name_base,Rosewood,tiger
17417747,name_type,Ct,tiger
17417747,zip_right,46322,tiger
17418018,name,Kelly Place,regular
17418018,highway,residential,regular
17418018,cfcc,A41,tiger
17418018,county,"Lake, IN",tiger
17418018,reviewed,no,tiger
17418018,zip_left,46311,tiger
17418018,name_base,Kelly,tiger
17418018,name_type,Pl,tiger
17418018,zip_right,46311,tiger
17418380,name,Benton Street,regular
17418380,highway,residential,regular
17418380,cfcc,A41,tiger
17418380,county,"Lake, IN",tiger
17418380,reviewed,no,tiger
17418380,zip_left,46307,tiger
17418380,name_base,Benton,tiger
17418380,name_type,St,tiger
17418380,zip_right,46307,tiger
17418730,foot,yes,regular
17418730,name,Hampshire Court,regular
17418730,lanes,2,regular
17418730,access,permissive,regular
17418730,oneway,no,regular
17418730,bicycle,yes,regular
17418730,highway,residential,regular
17418730,surface,asphalt,regular
17418730,cycleway,no,regular
17418730,sidewalk,both,regular
17418730,cfcc,A41,tiger
17418730,county,"Lake, IN",tiger
17418730,motor_vehicle,yes,regular
17418730,reviewed,no,tiger
17418730,zip_left,46321,tiger
17418730,name_base,Hampshire,tiger
17418730,name_type,Ct,tiger
17418730,zip_right,46321,tiger
17419145,name,Divac Drive,regular
17419145,highway,residential,regular
17419145,cfcc,A41,tiger
17419145,county,"Lake, IN",tiger
17419145,reviewed,no,tiger
17419145,zip_left,46375,tiger
17419145,name_base,Divac,tiger
17419145,name_type,Dr,tiger
17419145,zip_right,46375,tiger
17419398,name,83rd Lane,regular
17419398,highway,residential,regular
17419398,cfcc,A41,tiger
17419398,county,"Lake, IN",tiger
17419398,reviewed,no,tiger
17419398,zip_left,46307,tiger
17419398,name_base,83rd,tiger
17419398,name_type,Ln,tiger
17419754,name,41st Lane,regular
17419754,highway,residential,regular
17419754,cfcc,A41,tiger
17419754,county,"Lake, IN",tiger
17419754,reviewed,no,tiger
17419754,zip_left,46322,tiger
17419754,name_base,41st,tiger
17419754,name_type,Ln,tiger
17419754,zip_right,46322,tiger
17420044,name,Woodward Avenue,regular
17420044,highway,residential,regular
17420044,cfcc,A41,tiger
17420044,county,"Lake, IN",tiger
17420044,reviewed,no,tiger
17420044,zip_left,46322,tiger
17420044,name_base,Woodward,tiger
17420044,name_type,Ave,tiger
17420044,zip_right,46322,tiger
17420324,name,Carolina Street,regular
17420324,highway,residential,regular
17420324,cfcc,A41,tiger
17420324,county,"Lake, IN",tiger
17420324,reviewed,no,tiger
17420324,zip_left,46410,tiger
17420324,name_base,Carolina,tiger
17420324,name_type,St,tiger
17420324,zip_right,46410,tiger
17420587,name,West Pine Place,regular
17420587,highway,residential,regular
17420587,cfcc,A41,tiger
17420587,tlid,98428675,tiger
17420587,county,"Lake, IN",tiger
17420587,source,tiger_import_dch_v0.6_20070810,tiger
17420587,reviewed,no,tiger
17420587,zip_left,46319,tiger
17420587,name_base,Pine,tiger
17420587,name_type,Pl,tiger
17420587,separated,no,tiger
17420587,zip_right,46319,tiger
17420587,upload_uuid,bulk_upload.pl-4d37b670-d7a9-48bd-a47e-757150514641,tiger
17420587,name_direction_prefix,W,tiger
17420899,name,Reese Street,regular
17420899,highway,residential,regular
17420899,cfcc,A41,tiger
17420899,county,"Lake, IN",tiger
17420899,reviewed,no,tiger
17420899,zip_left,46394,tiger
17420899,name_base,Reese,tiger
17420899,name_type,Ave,tiger
17420899,zip_right,46394,tiger
17421179,name,Hayes Street,regular
17421179,highway,residential,regular
17421179,cfcc,A41,tiger
17421179,county,"Lake, IN",tiger
17421179,reviewed,no,tiger
17421179,zip_left,46404,tiger
17421179,name_base,Hayes,tiger
17421179,name_type,St,tiger
17421179,zip_right,46404,tiger
17421503,name,Ainsworth Road,regular
17421503,highway,residential,regular
17421503,cfcc,A41,tiger
17421503,county,"Lake, IN",tiger
17421503,reviewed,no,tiger
17421503,zip_left,46342,tiger
17421503,name_base,Ainsworth,tiger
17421503,name_type,Rd,tiger
17421503,zip_right,46342,tiger
17421791,name,Martin Luther King Drive,regular
17421791,name_1,Indiana Street,regular
17421791,highway,residential,regular
17421791,cfcc,A41,tiger
17421791,county,"Lake, IN",tiger
17421791,reviewed,no,tiger
17421791,zip_left,46402,tiger
17421791,name_base,Martin Luther King,tiger
17421791,name_type,Dr,tiger
17421791,zip_right,46402,tiger
17421791,name_base_1,Indiana,tiger
17421791,name_type_1,St,tiger
17422098,name,Edison Street,regular
17422098,highway,residential,regular
17422098,cfcc,A41,tiger
17422098,county,"Lake, IN",tiger
17422098,reviewed,no,tiger
17422098,zip_left,46307,tiger
17422098,name_base,Edison,tiger
17422098,name_type,St,tiger
17422438,name,West 62nd Avenue,regular
17422438,highway,residential,regular
17422438,cfcc,A41,tiger
17422438,county,"Lake, IN",tiger
17422438,reviewed,no,tiger
17422438,zip_left,46410,tiger
17422438,name_base,62nd,tiger
17422438,name_type,Ave,tiger
17422438,zip_right,46410,tiger
17422438,name_direction_prefix,W,tiger
17422740,name,Elm Street,regular
17422740,highway,residential,regular
17422740,cfcc,A41,tiger
17422740,county,"Lake, IN",tiger
17422740,reviewed,no,tiger
17422740,zip_left,46303,tiger
17422740,name_base,Elm,tiger
17422740,name_type,St,tiger
17422740,zip_right,46303,tiger
17423127,name,West 105th Place,regular
17423127,highway,residential,regular
17423127,cfcc,A41,tiger
17423127,county,"Lake, IN",tiger
17423127,reviewed,no,tiger
17423127,zip_left,46373,tiger
17423127,name_base,105th,tiger
17423127,name_type,Pl,tiger
17423127,zip_right,46373,tiger
17423127,name_direction_prefix,W,tiger
17423489,name,Clinton Street,regular
17423489,highway,residential,regular
17423489,cfcc,A41,tiger
17423489,county,"Lake, IN",tiger
17423489,reviewed,no,tiger
17423489,name_base,Clinton,tiger
17423489,name_type,St,tiger
17423820,name,North Delaware Street,regular
17423820,highway,residential,regular
17423820,cfcc,A41,tiger
17423820,county,"Lake, IN",tiger
17423820,reviewed,no,tiger
17423820,zip_left,46342,tiger
17423820,name_base,Delaware,tiger
17423820,name_type,St,tiger
17423820,zip_right,46342,tiger
17423820,name_direction_prefix,N,tiger
17424122,name,King Street,regular
17424122,highway,residential,regular
17424122,cfcc,A41,tiger
17424122,county,"Lake, IN",tiger
17424122,reviewed,no,tiger
17424122,zip_left,46406,tiger
17424122,name_base,King,tiger
17424122,name_type,St,tiger
17424122,zip_right,46406,tiger
17424549,name,East 58th Place,regular
17424549,highway,residential,regular
17424549,cfcc,A41,tiger
17424549,county,"Lake, IN",tiger
17424549,reviewed,no,tiger
17424549,zip_left,46410,tiger
17424549,name_base,58th,tiger
17424549,name_type,Pl,tiger
17424549,zip_right,46410,tiger
17424549,name_direction_prefix,E,tiger
17424870,name,West 63rd Place,regular
17424870,highway,residential,regular
17424870,cfcc,A41,tiger
17424870,county,"Lake, IN",tiger
17424870,reviewed,no,tiger
17424870,zip_left,46410,tiger
17424870,name_base,63rd,tiger
17424870,name_type,Pl,tiger
17424870,zip_right,46410,tiger
17424870,name_direction_prefix,W,tiger
17425147,name,Hyles Court,regular
17425147,highway,residential,regular
17425147,cfcc,A41,tiger
17425147,county,"Lake, IN",tiger
17425147,reviewed,no,tiger
17425147,zip_left,46320,tiger
17425147,name_base,Hyles,tiger
17425147,name_type,Ct,tiger
17425147,zip_right,46320,tiger
17425460,name,South Ash Street,regular
17425460,highway,residential,regular
17425460,cfcc,A41,tiger
17425460,county,"Lake, IN",tiger
17425460,reviewed,no,tiger
17425460,zip_left,46342,tiger
17425460,name_base,Ash,tiger
17425460,name_type,St,tiger
17425460,zip_right,46342,tiger
17425460,name_direction_prefix,S,tiger
17425770,name,Monroe Avenue,regular
17425770,highway,residential,regular
17425770,cfcc,A41,tiger
17425770,county,"Lake, IN",tiger
17425770,reviewed,no,tiger
17425770,zip_left,46324,tiger
17425770,name_base,Monroe,tiger
17425770,name_type,Ave,tiger
17425770,zip_right,46324,tiger
17426115,name,Van Buren Street,regular
17426115,highway,residential,regular
17426115,cfcc,A41,tiger
17426115,county,"Lake, IN",tiger
17426115,reviewed,no,tiger
17426115,zip_left,46307,tiger
17426115,name_base,Van Buren,tiger
17426115,name_type,St,tiger
17426115,zip_right,46307,tiger
17426524,name,West 54th Place,regular
17426524,highway,residential,regular
17426524,cfcc,A41,tiger
17426524,county,"Lake, IN",tiger
17426524,reviewed,no,tiger
17426524,zip_left,46410,tiger
17426524,name_base,54th,tiger
17426524,name_type,Pl,tiger
17426524,zip_right,46410,tiger
17426524,name_direction_prefix,W,tiger
17426813,name,State Street,regular
17426813,highway,residential,regular
17426813,cfcc,A41,tiger
17426813,county,"Lake, IN",tiger
17426813,reviewed,no,tiger
17426813,zip_left,46403,tiger
17426813,name_base,State,tiger
17426813,name_type,St,tiger
17426813,zip_right,46403,tiger
17427285,name,West 56th Place,regular
17427285,highway,residential,regular
17427285,cfcc,A41,tiger
17427285,county,"Lake, IN",tiger
17427285,reviewed,no,tiger
17427285,zip_left,46410,tiger
17427285,name_base,56th,tiger
17427285,name_type,Pl,tiger
17427285,zip_right,46410,tiger
17427285,name_direction_prefix,W,tiger
17427548,highway,residential,regular
17427548,name,Polk Street,regular
17427548,cfcc,A41,tiger
17427548,county,"Lake, IN",tiger
17427548,name_base,Polk,tiger
17427548,name_type,St,tiger
17427548,zip_left,46407,tiger
17427548,zip_right,46407,tiger
17427846,name,Maryland Avenue,regular
17427846,highway,residential,regular
17427846,cfcc,A41,tiger
17427846,county,"Lake, IN",tiger
17427846,reviewed,no,tiger
17427846,zip_left,46323,tiger
17427846,name_base,Maryland,tiger
17427846,name_type,Ave,tiger
17427846,zip_right,46323,tiger
17428125,name,116th Street,regular
17428125,highway,residential,regular
17428125,cfcc,A41,tiger
17428125,county,"Lake, IN",tiger
17428125,reviewed,no,tiger
17428125,zip_left,46394,tiger
17428125,name_base,116th,tiger
17428125,name_type,St,tiger
17428125,zip_right,46394,tiger
17428125,name_direction_prefix,E,tiger
17428519,name,Montana Avenue,regular
17428519,highway,residential,regular
17428519,cfcc,A41,tiger
17428519,county,"Lake, IN",tiger
17428519,reviewed,no,tiger
17428519,zip_left,46323,tiger
17428519,name_base,Montana,tiger
17428519,name_type,Ave,tiger
17428519,zip_right,46323,tiger
17428761,name,Greenbriar Court,regular
17428761,highway,residential,regular
17428761,cfcc,A41,tiger
17428761,county,"Lake, IN",tiger
17428761,reviewed,no,tiger
17428761,zip_left,46307,tiger
17428761,name_base,Greenbriar,tiger
17428761,name_type,Ct,tiger
17428761,zip_right,46307,tiger
17428999,highway,residential,regular
17428999,name,West 9th Avenue,regular
17428999,cfcc,A41,tiger
17428999,county,"Lake, IN",tiger
17428999,name_base,9th,tiger
17428999,name_direction_prefix,W,tiger
17428999,name_type,Ave,tiger
17428999,zip_left,46406,tiger
17428999,zip_right,46406,tiger
17429259,highway,residential,regular
17429259,name,West 22nd Avenue,regular
17429259,cfcc,A41,tiger
17429259,county,"Lake, IN",tiger
17429259,name_base,22nd,tiger
17429259,name_direction_prefix,W,tiger
17429259,name_type,Ave,tiger
17429259,zip_left,46407,tiger
17429259,zip_right,46407,tiger
17429520,name,Old Lincoln Highway,regular
17429520,highway,secondary,regular
17429520,old_ref,US 30,regular
17429520,cfcc,A41,tiger
17429520,county,"Lake, IN",tiger
17429520,reviewed,no,tiger
17429520,zip_left,46342,tiger
17429520,name_base,Old Lincoln,tiger
17429520,name_type,Hwy,tiger
17429520,zip_right,46342,tiger
17429770,name,West 59th Avenue,regular
17429770,highway,residential,regular
17429770,cfcc,A41,tiger
17429770,county,"Lake, IN",tiger
17429770,reviewed,no,tiger
17429770,zip_left,46410,tiger
17429770,name_base,59th,tiger
17429770,name_type,Ave,tiger
17429770,zip_right,46410,tiger
17429770,zip_left_1,46410,tiger
17429770,name_direction_prefix,W,tiger
17430042,lit,yes,regular
17430042,name,Purdue Drive,regular
17430042,highway,residential,regular
17430042,postcode,46312,addr
17497889,highway,residential,regular
17497889,cfcc,A41,tiger
17497889,county,"Porter, IN",tiger
17497889,reviewed,no,tiger
17498321,name,Ballard Drive,regular
17498321,highway,residential,regular
17498321,cfcc,A41,tiger
17498321,county,"Porter, IN",tiger
17498321,reviewed,no,tiger
17498321,zip_left,46304,tiger
17498321,name_base,Ballard,tiger
17498321,name_type,Dr,tiger
17498321,zip_right,46304,tiger
17498720,name,Camelot Manor,regular
17498720,highway,residential,regular
17498720,cfcc,A41,tiger
17498720,tlid,119931727:119931728:119927362:119910720:119910721:119910723:119910724,tiger
17498720,county,"Porter, IN",tiger
17498720,source,tiger_import_dch_v0.6_20070810,tiger
17498720,reviewed,no,tiger
17498720,zip_left,46368,tiger
17498720,name_base,Camelot Manor,tiger
17498720,separated,no,tiger
17498720,zip_right,46368,tiger
17498720,upload_uuid,bulk_upload.pl-e5a08c29-708f-4271-b1a6-02f9f3759dd4,tiger
17499006,name,Nautical Drive,regular
17499006,highway,residential,regular
17499006,cfcc,A41,tiger
17499006,county,"Porter, IN",tiger
17499006,reviewed,no,tiger
17499006,zip_left,46368,tiger
17499006,name_base,Nautical,tiger
17499006,name_type,Dr,tiger
17499006,zip_right,46368,tiger
17499408,name,Winterhaven Lane,regular
17499408,highway,residential,regular
17499408,cfcc,A41,tiger
17499408,county,"Porter, IN",tiger
17499408,reviewed,no,tiger
17499408,zip_left,46307,tiger
17499408,name_base,Winterhaven,tiger
17499408,name_type,Ln,tiger
17499408,zip_right,46307,tiger
17499408,zip_left_1,46307,tiger
17499408,zip_right_1,46307,tiger
17499732,name,Exeter Avenue,regular
17499732,highway,residential,regular
17499732,cfcc,A41,tiger
17499732,county,"Porter, IN",tiger
17499732,reviewed,no,tiger
17499732,zip_left,46368,tiger
17499732,name_base,Exeter,tiger
17499732,name_type,Ave,tiger
17499732,zip_right,46368,tiger
17500219,name,Spruce Street,regular
17500219,highway,residential,regular
17500219,cfcc,A41,tiger
17500219,county,"Porter, IN",tiger
17500219,reviewed,no,tiger
17500219,zip_left,46368,tiger
17500219,name_base,Spruce,tiger
17500219,name_type,St,tiger
17500219,zip_right,46368,tiger
17500619,name,Westgate Drive,regular
17500619,highway,residential,regular
17500619,cfcc,A41,tiger
17500619,county,"Porter, IN",tiger
17500619,reviewed,no,tiger
17500619,zip_left,46385,tiger
17500619,name_base,Westgate,tiger
17500619,name_type,Dr,tiger
17500619,zip_right,46385,tiger
17501060,name,Green Acres Drive,regular
17501060,highway,residential,regular
17501060,cfcc,A41,tiger
17501060,county,"Porter, IN",tiger
17501060,reviewed,no,tiger
17501060,zip_left,46383,tiger
17501060,name_base,Green Acres,tiger
17501060,name_type,Dr,tiger
17501060,zip_right,46383,tiger
17501414,name,Ava Avenue,regular
17501414,highway,residential,regular
17501414,cfcc,A41,tiger
17501414,county,"Porter, IN",tiger
17501414,reviewed,no,tiger
17501414,name_base,Ava,tiger
17501414,name_type,Ave,tiger
17501799,name,South 22nd Street,regular
17501799,highway,residential,regular
17501799,cfcc,A41,tiger
17501799,county,"Porter, IN",tiger
17501799,reviewed,no,tiger
17501799,zip_left,46304,tiger
17501799,name_base,22nd,tiger
17501799,name_type,St,tiger
17501799,zip_right,46304,tiger
17501799,name_direction_prefix,S,tiger
17502123,name,Chaucer Court,regular
17502123,highway,residential,regular
17502123,cfcc,A41,tiger
17502123,county,"Porter, IN",tiger
17502123,reviewed,no,tiger
17502123,zip_left,46385,tiger
17502123,name_base,Chaucer,tiger
17502123,name_type,Ct,tiger
17502123,zip_right,46385,tiger
17502434,name,Myrtle Avenue,regular
17502434,highway,residential,regular
17502434,cfcc,A41,tiger
17502434,county,"Porter, IN",tiger
17502434,reviewed,no,tiger
17502434,name_base,Myrtle,tiger
17502434,name_type,Ave,tiger
17502808,name,Redwood Avenue,regular
17502808,highway,residential,regular
17502808,cfcc,A41,tiger
17502808,county,"Porter, IN",tiger
17502808,reviewed,no,tiger
17502808,name_base,Redwood,tiger
17502808,name_type,Ave,tiger
17503151,name,Clam Drive,regular
17503151,highway,residential,regular
17503151,cfcc,A41,tiger
17503151,county,"Porter, IN",tiger
17503151,reviewed,no,tiger
17503151,name_base,Clam,tiger
17503151,name_type,Dr,tiger
17507319,name,South 587 West,regular
17507319,highway,residential,regular
17507319,cfcc,A41,tiger
17507319,county,"Porter, IN",tiger
17507319,reviewed,no,tiger
17507319,zip_left,46341,tiger
17507319,name_base,587,tiger
17507319,zip_right,46341,tiger
17507319,name_direction_prefix,S,tiger
17507319,name_direction_suffix,W,tiger
17507770,name,Aspen Avenue,regular
17507770,highway,residential,regular
17507770,cfcc,A41,tiger
17507770,county,"Porter, IN",tiger
17507770,reviewed,no,tiger
17507770,name_base,Aspen,tiger
17507770,name_type,Ave,tiger
17508211,name,Gateman Street,regular
17508211,highway,residential,regular
17508211,cfcc,A41,tiger
17508211,county,"Porter, IN",tiger
17508211,reviewed,no,tiger
17508211,zip_left,46368,tiger
17508211,name_base,Gateman,tiger
17508211,name_type,St,tiger
17508211,zip_right,46368,tiger
17508678,name,East 950 North,regular
17508678,highway,tertiary,regular
17508678,cfcc,A41,tiger
17508678,county,"Porter, IN",tiger
17508678,reviewed,no,tiger
17508678,zip_left,46304,tiger
17508678,name_base,950,tiger
17508678,zip_right,46304,tiger
17508678,name_direction_prefix,E,tiger
17508678,name_direction_suffix,N,tiger
17594192,name,Monon Subdivision,regular
17594192,gauge,1435,regular
17594192,usage,main,regular
17594192,tracks,1,regular
17594192,railway,rail,regular
17594192,operator,CSX,regular
17594192,cfcc,B11,tiger
17594192,electrified,no,regular
17594192,county,"Jasper, IN:Lake, IN:Newton, IN:White, IN",tiger
17594192,name_base,Louisville and Nashville RR,tiger
17594192,old_railway_operator,Monon,regular
21762043,highway,residential,regular
21762043,cfcc,A41,tiger
21762043,tlid,54469206,tiger
21762043,county,"Grundy, IL",tiger
